#category,result,item1,item2,item3,item4,item5,item6
素材,火薬,廃木材,わら,ぞうきん,,,
素材,火薬,爆薬,希釈液,,,,
素材,強力液,薬草,雑草,,,,
素材,強力液,薬草,カラフルキノコ,,,,
素材,強力液,衰耗液,火薬,,,,
素材,変性液,雑草,火薬,,,,
素材,変性液,香草,溶けた金属,,,,
素材,変性液,転換液,漂白剤,,,,
素材,転換液,茶葉,雑草,,,,
素材,転換液,茶葉,わら,,,,
素材,転換液,変性液,濃縮液,,,,
素材,衰耗液,毒草,雑草,,,,
素材,衰耗液,毒草,墨汁,,,,
素材,衰耗液,強力液,希釈液,,,,
素材,あれ,ドロドロおはぎ,黒こげワッフル,,,,
素材,あれ,かつて食べものだったモノ,黒こげおはぎ,,,,
素材,白狼天狗の毛,犬の毛,強力液,黒曜石のかけら,,,
素材,四葉のクローバー,ふしぎなアメちゃん大玉,雑草,,,,
素材,核燃料,放射性物質,放射性物質,,,,
素材,核燃料,水蒸気爆薬,濃縮液,,,,
素材,大輪の向日葵,日傘,変性液,,,,
素材,八目鰻,ヌメっとしたもの,変性液,,,,
素材,氷塊,濃縮液,おいしい水,みず,,,
素材,ふしぎなアメちゃん大玉,ふしぎなアメちゃん,ふしぎなアメちゃん,,,,
素材,放射性物質,金烏の羽,希釈液,,,,
素材,放射性物質,核燃料,火薬,火薬,,,
素材,白狼天狗の剛毛,白狼天狗の毛,濃縮液,NTR調整薬,,,
素材,金烏の羽,放射性物質,NTRリバース,転換液,,,
素材,金烏の羽,核燃料,NTR因子No.44,変性液,,,
素材,食べるラー油,濃縮液,香草,みかんの種,,,
素材,カエルの抜け殻,諏訪子の帽子,NTR因子No.44,,,,
素材,カエルの抜け殻,ヘビの抜け殻,変性液,,,,
素材,カエルの抜け殻,極大氷塊,スキマシェルター,変性液,,,
素材,ヘビの抜け殻,ヘビとカエルの髪かざり,NTR因子No.44,,,,
素材,ヘビの抜け殻,カエルの抜け殻,変性液,,,,
素材,ヘビの抜け殻,八目鰻,変性液,,,,
素材,絵の具,みかんの種,バナナの種,,,,
素材,絵の具,ぶどうの種,カカオの種,,,,
素材,絵の具,カラフルキノコ,カラフルキノコ,,,,
素材,絵の具,墨汁,漂白剤,,,,
素材,たくさんマタタビ,マタタビ,マタタビ,,,,
素材,煌々液,強力液,衰耗液,,,,
素材,煌々液,強力液,転換液,,,,
素材,煌々液,強力液,変性液,,,,
素材,煌々液,衰耗液,転換液,,,,
素材,煌々液,衰耗液,変性液,,,,
素材,煌々液,転換液,転換液,,,,
素材,煌々液,変性液,転換液,,,,
素材,煌々液,強力液,強力液,,,,
素材,煌々液,衰耗液,衰耗液,,,,
素材,煌々液,変性液,変性液,,,,
素材,煌々液,雑草,香草,薬草,茶葉,毒草,おいしい水
素材,煌々液,墨汁,毛糸,溶けた金属,カラフルキノコ,わら,おいしい水
素材,極大氷塊,氷塊,氷塊,煌々液,,,
素材,どっさりマタタビ,たくさんマタタビ,たくさんマタタビ,,,,
素材,どっさりマタタビ,マタタビ,たくさんマタタビ,雑草,,,
素材,どっさりマタタビ,マタタビ,マタタビ,マタタビ,マタタビ,マタタビ,
素材,粛清の証,禍怨珠,放射性物質,核燃料,NTR燃料,最も凶悪なびっくり巫女玉,
素材,カエルの氷漬け,カエルの抜け殻,極大氷塊,,,,
素材,冬眠したヘビ,ヘビの抜け殻,極大氷塊,,,,
素材,黒怨石,黒怨石のかけら,黒怨石のかけら,煌々液,,,
素材,禍怨珠,黒怨石,黒怨石,煌々液,,,
素材,スキマのもと,ふしぎな紙切れ,無地のカード,神聖な小袋,煌々液,NTR燃料,
素材,スキマのもと,隙間のカケラ,隙間のカケラ,NTR燃料,,,
素材,米,みかんの種,変性液,,,,
素材,米,バナナの種,変性液,,,,
素材,米,椿の種,変性液,,,,
素材,米,ぶどうの種,変性液,,,,
素材,米,カカオの種,変性液,,,,
素材,無地のカード,ふしぎな紙切れ,変性液,,,,
素材,無地のカード,名づけて「越後ショート！」,漂白剤,,,,
素材,無地のカード,強化「荒御魂」,漂白剤,,,,
素材,無地のカード,硬化「幸御魂」,漂白剤,,,,
素材,神聖な小袋,ふしぎな紙切れ,変性液,,,,
素材,神聖な小袋,無地のカード,変性液,,,,
素材,漂白剤,廃木材,わら,あれ,,,
素材,漂白剤,墨汁,転換液,,,,
素材,濃縮液,ぞうきん,ぞうきん,おいしい水,,,
素材,濃縮液,希釈液,転換液,,,,
素材,希釈液,おいしい水,おいしい水,雑草,,,
素材,希釈液,濃縮液,転換液,,,,
素材,ガールズプレイヤー,燐灰石,NTR因子No.44,転換液,カラフルキノコ,,
素材,人魚の涙,真珠,人魚のうろこ,ヌメッとしたもの,,,
素材,ガネーシャペンダント,紫水晶,八意印の万能薬,でかい金の玉,,,
素材,サンタマリア,水宝玉,水没「サブマージプリンス」,深海泥,,,
素材,希望の石,天河石,博打「エスポワール」,希望の面,,,
素材,神帰月,黄水晶,神気玉,帰還「リターンオブハクレイ」,,,
素材,ケイルンゴルム,煙水晶,厄除「サーディーンヘッド」,心のスキマ,,,
素材,枯れない薔薇,紅水晶,蓬莱の薬,妹紅のリボン,,,
素材,ウォーターメロン,電気石,ミラクルフルーツ,透過薬「ステルスドリンク」,,,
素材,災厄の予兆,トルコ石,禍怨珠,謹製・みがわり人形,,,
素材,天空の破片,瑠璃,金烏の羽,奇跡「白昼の客星」,,,
素材,蒼き希望,金剛石,最も凶悪なびっくり巫女玉,願いのかたち,,,
素材,幻想郷の星,蒼玉,博麗アミュレット,真冬の星空,,,
素材,月の虹,月長石,月の姫の黄金の水,十五夜の月,,,
素材,ウージの車,翠玉,メントゥス,過去を刻む時計,,,
素材,エンジェルブラッド,紅玉,紅魔茶「スカーレットデビル」,米焼酎「大蛇の血脈」,,,
素材,天降珠鐵,隕鉄,漬物石,緋々色金,,,
素材,燐灰石,AR交換券,星蓮船の愉快な仲間たち,バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,真珠,AR交換券,豊姫の扇子<br />(ジュリ扇rank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,紫水晶,AR交換券,爆殺伊吹瓢,バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,水宝玉,AR交換券,人魚姫の足<br />(ヌメッとしたものrank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,天河石,AR交換券,１億のジュラルミンケース<br />(１万マウスrank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,黄水晶,AR交換券,エバのイチジク<br />(緑のバナナrank4),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,煙水晶,AR交換券,ヤマメサンデー<br />(蜘蛛の巣型のアメrank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,紅水晶,AR交換券,天子の桃の木<br />(桃の実rank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,電気石,AR交換券,美しき緋の衣<br />(触角リボンrank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,トルコ石,AR交換券,モアイ像<br />(ヤップ島の石貨rank2),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,瑠璃,AR交換券,禁書「小悪魔召喚」<br />(絵本rank5),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,金剛石,AR交換券,パゼストバイフェニックス<br />(妹紅のリボンrank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,蒼玉,AR交換券,クギバット<br />(子供用のバットrank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,月長石,AR交換券,ストライカー召喚・妹紅<br />(ゼナー・カード「紅」rank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,翠玉,AR交換券,奇跡の大幣<br />(はたきのようなものrank3),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,紅玉,AR交換券,石仮面<br />(てゐの覆面rank4),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
素材,隕鉄,AR交換券,超オンバシラゴッド<br />(丸太rank4),バニーランドパスポート,宝塔のようなもの,なかったことにする機能,
